departure, arrival, transfers, first_mile_mode, first_mile_duration, last_mile_mode, last_mile_duration
2025-06-16 10:26, 2025-06-16 13:23, 2, walk, 09, walk, 05
2025-06-16 10:27, 2025-06-16 13:13, 2, taxi, 28, walk, 05
2025-06-16 10:28, 2025-06-16 14:13, 4, walk, 10, walk, 05
2025-06-16 10:35, 2025-06-16 14:03, 3, taxi, 25, walk, 05
2025-06-16 11:19, 2025-06-16 14:13, 3, taxi, 05, walk, 05
2025-06-16 11:21, 2025-06-16 14:18, 3, taxi, 05, walk, 05
2025-06-16 11:21, 2025-06-16 14:23, 2, taxi, 05, walk, 05
2025-06-16 11:25, 2025-06-16 14:18, 4, taxi, 04, walk, 05
2025-06-16 11:25, 2025-06-16 14:23, 3, taxi, 04, walk, 05
2025-06-16 11:26, 2025-06-16 14:18, 4, walk, 09, walk, 05
2025-06-16 11:26, 2025-06-16 14:23, 3, walk, 09, walk, 05
2025-06-16 11:27, 2025-06-16 14:13, 3, taxi, 28, walk, 05
2025-06-16 11:34, 2025-06-16 15:13, 3, walk, 09, walk, 05
2025-06-16 11:57, 2025-06-16 14:43, 3, taxi, 28, walk, 05
2025-06-16 12:19, 2025-06-16 15:13, 2, taxi, 05, walk, 05
2025-06-16 12:25, 2025-06-16 15:18, 3, taxi, 04, walk, 05
2025-06-16 12:25, 2025-06-16 15:23, 2, taxi, 04, walk, 05
2025-06-16 12:26, 2025-06-16 15:18, 3, walk, 09, walk, 05
2025-06-16 12:26, 2025-06-16 15:23, 2, walk, 09, walk, 05
2025-06-16 12:27, 2025-06-16 15:13, 2, taxi, 28, walk, 05
2025-06-16 12:33, 2025-06-16 16:13, 4, walk, 10, walk, 05
2025-06-16 12:35, 2025-06-16 15:43, 4, taxi, 25, walk, 05
2025-06-16 13:19, 2025-06-16 16:13, 3, taxi, 05, walk, 05
2025-06-16 13:21, 2025-06-16 16:18, 3, taxi, 05, walk, 05
2025-06-16 13:21, 2025-06-16 16:23, 2, taxi, 05, walk, 05
2025-06-16 13:25, 2025-06-16 16:18, 4, taxi, 04, walk, 05
2025-06-16 13:25, 2025-06-16 16:23, 3, taxi, 04, walk, 05
2025-06-16 13:26, 2025-06-16 16:18, 4, walk, 09, walk, 05
2025-06-16 13:26, 2025-06-16 16:23, 3, walk, 09, walk, 05
2025-06-16 13:26, 2025-06-16 17:18, 2, walk, 09, walk, 05
2025-06-16 13:27, 2025-06-16 16:13, 3, taxi, 28, walk, 05
2025-06-16 13:28, 2025-06-16 17:12, 3, walk, 10, walk, 05
2025-06-16 14:14, 2025-06-16 17:18, 3, walk, 09, walk, 05
2025-06-16 14:19, 2025-06-16 17:12, 2, taxi, 05, walk, 05
2025-06-16 14:26, 2025-06-16 17:18, 2, taxi, 05, walk, 05
2025-06-16 14:27, 2025-06-16 17:12, 2, taxi, 28, walk, 05
2025-06-16 14:29, 2025-06-16 18:16, 4, walk, 09, walk, 05
2025-06-16 14:29, 2025-06-16 18:18, 3, walk, 09, walk, 05
2025-06-16 15:14, 2025-06-16 18:16, 5, walk, 09, walk, 05
2025-06-16 15:14, 2025-06-16 18:18, 4, walk, 09, walk, 05
2025-06-16 15:21, 2025-06-16 18:16, 3, taxi, 05, walk, 05
2025-06-16 15:21, 2025-06-16 18:18, 2, taxi, 05, walk, 05
2025-06-16 15:26, 2025-06-16 18:16, 4, taxi, 05, walk, 05
2025-06-16 15:26, 2025-06-16 18:18, 3, taxi, 05, walk, 05
2025-06-16 15:27, 2025-06-16 18:16, 3, taxi, 28, walk, 05
2025-06-16 15:29, 2025-06-16 19:16, 3, walk, 09, walk, 05
2025-06-16 16:14, 2025-06-16 19:16, 4, walk, 09, walk, 05
2025-06-16 16:14, 2025-06-16 19:18, 3, walk, 09, walk, 05
2025-06-16 16:19, 2025-06-16 19:16, 2, taxi, 05, walk, 05
2025-06-16 16:26, 2025-06-16 19:16, 3, taxi, 05, walk, 05
2025-06-16 16:26, 2025-06-16 19:18, 2, taxi, 05, walk, 05
2025-06-16 16:27, 2025-06-16 19:16, 2, taxi, 28, walk, 05
2025-06-16 16:30, 2025-06-16 20:16, 5, walk, 10, walk, 05
2025-06-16 16:30, 2025-06-16 20:18, 4, walk, 10, walk, 05
2025-06-16 16:30, 2025-06-16 21:10, 3, walk, 10, walk, 05
2025-06-16 17:21, 2025-06-16 20:16, 4, taxi, 05, walk, 05
2025-06-16 17:21, 2025-06-16 20:18, 3, taxi, 05, walk, 05
2025-06-16 17:28, 2025-06-16 21:10, 3, taxi, 18, walk, 05
2025-06-16 18:19, 2025-06-16 21:10, 2, taxi, 05, walk, 05
2025-06-16 18:27, 2025-06-16 22:11, 2, taxi, 27, walk, 05
2025-06-16 18:31, 2025-06-16 22:11, 3, taxi, 27, walk, 05
2025-06-16 18:31, 2025-06-17 05:23, 2, taxi, 27, walk, 05
2025-06-16 19:06, 2025-06-16 23:44, 3, taxi, 18, walk, 08
2025-06-16 19:19, 2025-06-16 22:11, 2, taxi, 05, walk, 05
2025-06-16 19:21, 2025-06-16 22:57, 5, taxi, 05, walk, 05
2025-06-16 20:19, 2025-06-16 23:44, 2, taxi, 05, walk, 08
2025-06-16 20:21, 2025-06-17 00:50, 4, taxi, 05, walk, 08
