departure, arrival, transfers, first_mile_mode, first_mile_duration, last_mile_mode, last_mile_duration
2025-06-16 11:22, 2025-06-16 11:54, 0, walk, 05, taxi, 21
2025-06-16 11:52, 2025-06-16 12:24, 0, walk, 05, taxi, 21
2025-06-16 11:53, 2025-06-16 12:24, 0, walk, 05, taxi, 17
2025-06-16 11:53, 2025-06-16 12:45, 1, walk, 05, walk, 13
2025-06-16 11:54, 2025-06-16 12:45, 0, taxi, 09, walk, 13
2025-06-16 11:54, 2025-06-16 13:35, 1, taxi, 09, walk, 13
2025-06-16 11:56, 2025-06-16 12:45, 1, taxi, 17, walk, 13
2025-06-16 12:00, 2025-06-16 12:22, 0, taxi, 22, walk, 00
2025-06-16 12:08, 2025-06-16 12:41, 0, walk, 05, taxi, 17
2025-06-16 12:22, 2025-06-16 12:54, 0, walk, 05, taxi, 21
2025-06-16 12:40, 2025-06-16 13:12, 0, walk, 06, taxi, 20
2025-06-16 12:52, 2025-06-16 13:24, 0, walk, 05, taxi, 21
2025-06-16 12:53, 2025-06-16 13:24, 0, walk, 05, taxi, 17
2025-06-16 12:53, 2025-06-16 13:45, 1, walk, 05, walk, 13
2025-06-16 12:54, 2025-06-16 13:45, 0, taxi, 09, walk, 13
2025-06-16 13:00, 2025-06-16 13:22, 0, taxi, 22, walk, 00
2025-06-16 13:08, 2025-06-16 13:41, 0, walk, 05, taxi, 17
2025-06-16 13:14, 2025-06-16 13:46, 0, walk, 05, taxi, 21
2025-06-16 13:52, 2025-06-16 14:24, 0, walk, 05, taxi, 21
2025-06-16 13:53, 2025-06-16 14:24, 0, walk, 05, taxi, 17
2025-06-16 14:00, 2025-06-16 14:22, 0, taxi, 22, walk, 00
2025-06-16 14:08, 2025-06-16 14:41, 0, walk, 05, taxi, 17
2025-06-16 14:08, 2025-06-16 15:47, 1, walk, 05, walk, 13
2025-06-16 14:40, 2025-06-16 15:12, 0, walk, 06, taxi, 20
2025-06-16 14:52, 2025-06-16 15:24, 0, walk, 05, taxi, 21
2025-06-16 14:54, 2025-06-16 15:47, 0, taxi, 09, walk, 13
2025-06-16 15:00, 2025-06-16 15:22, 0, taxi, 22, walk, 00
2025-06-16 15:08, 2025-06-16 15:41, 0, walk, 05, taxi, 17
2025-06-16 15:08, 2025-06-16 16:45, 1, walk, 05, walk, 13
2025-06-16 15:14, 2025-06-16 15:46, 0, walk, 05, taxi, 21
2025-06-16 15:37, 2025-06-16 16:45, 1, taxi, 14, walk, 13
2025-06-16 15:38, 2025-06-16 16:10, 0, walk, 06, taxi, 20
2025-06-16 15:52, 2025-06-16 16:24, 0, walk, 05, taxi, 21
2025-06-16 15:54, 2025-06-16 16:45, 0, taxi, 09, walk, 13
2025-06-16 15:54, 2025-06-16 17:35, 1, taxi, 09, walk, 13
2025-06-16 15:59, 2025-06-16 16:31, 0, walk, 05, taxi, 21
2025-06-16 16:00, 2025-06-16 16:22, 0, taxi, 22, walk, 00
2025-06-16 16:08, 2025-06-16 16:41, 0, walk, 05, taxi, 17
2025-06-16 16:15, 2025-06-17 04:35, 2, taxi, 15, walk, 13
2025-06-16 16:52, 2025-06-16 17:24, 0, walk, 05, taxi, 21
2025-06-16 17:00, 2025-06-16 17:22, 0, taxi, 22, walk, 00
2025-06-16 17:08, 2025-06-16 17:41, 0, walk, 05, taxi, 17
2025-06-16 17:52, 2025-06-16 18:24, 0, walk, 05, taxi, 21
2025-06-16 18:00, 2025-06-16 18:22, 0, taxi, 22, walk, 00
2025-06-16 18:08, 2025-06-16 18:41, 0, walk, 05, taxi, 17
2025-06-16 18:52, 2025-06-16 19:24, 0, walk, 05, taxi, 21
2025-06-16 19:00, 2025-06-16 19:22, 0, taxi, 22, walk, 00
2025-06-16 19:08, 2025-06-16 19:41, 0, walk, 05, taxi, 17
2025-06-16 20:00, 2025-06-16 20:22, 0, taxi, 22, walk, 00
