departure, arrival, transfers, first_mile_mode, first_mile_duration, last_mile_mode, last_mile_duration
2025-06-16 10:21, 2025-06-16 13:13, 2, taxi, 34, walk, 05
2025-06-16 10:29, 2025-06-16 14:03, 3, taxi, 31, walk, 05
2025-06-16 10:53, 2025-06-16 14:13, 5, walk, 05, walk, 05
2025-06-16 10:53, 2025-06-16 14:23, 4, walk, 05, walk, 05
2025-06-16 11:00, 2025-06-16 14:23, 2, taxi, 15, walk, 05
2025-06-16 11:08, 2025-06-16 15:13, 3, walk, 05, walk, 05
2025-06-16 11:15, 2025-06-16 14:13, 3, taxi, 15, walk, 05
2025-06-16 11:15, 2025-06-16 14:43, 2, taxi, 15, walk, 05
2025-06-16 11:21, 2025-06-16 14:13, 3, taxi, 34, walk, 05
2025-06-16 11:51, 2025-06-16 14:43, 3, taxi, 34, walk, 05
2025-06-16 11:53, 2025-06-16 15:18, 4, walk, 05, walk, 05
2025-06-16 11:53, 2025-06-16 15:23, 3, walk, 05, walk, 05
2025-06-16 12:08, 2025-06-16 16:13, 4, walk, 05, walk, 05
2025-06-16 12:08, 2025-06-16 16:23, 3, walk, 05, walk, 05
2025-06-16 12:15, 2025-06-16 15:13, 2, taxi, 15, walk, 05
2025-06-16 12:21, 2025-06-16 15:13, 2, taxi, 34, walk, 05
2025-06-16 12:29, 2025-06-16 15:43, 4, taxi, 31, walk, 05
2025-06-16 12:53, 2025-06-16 16:18, 5, walk, 05, walk, 05
2025-06-16 12:53, 2025-06-16 16:23, 4, walk, 05, walk, 05
2025-06-16 13:00, 2025-06-16 16:23, 2, taxi, 15, walk, 05
2025-06-16 13:08, 2025-06-16 17:12, 3, walk, 05, walk, 05
2025-06-16 13:14, 2025-06-16 17:18, 5, walk, 05, walk, 05
2025-06-16 13:15, 2025-06-16 16:13, 3, taxi, 15, walk, 05
2025-06-16 13:15, 2025-06-16 16:43, 2, taxi, 15, walk, 05
2025-06-16 13:21, 2025-06-16 16:13, 3, taxi, 34, walk, 05
2025-06-16 14:08, 2025-06-16 18:16, 4, walk, 05, walk, 05
2025-06-16 14:08, 2025-06-16 18:18, 3, walk, 05, walk, 05
2025-06-16 14:15, 2025-06-16 17:12, 2, taxi, 15, walk, 05
2025-06-16 14:21, 2025-06-16 17:12, 2, taxi, 34, walk, 05
2025-06-16 15:00, 2025-06-16 18:18, 2, taxi, 15, walk, 05
2025-06-16 15:08, 2025-06-16 19:16, 3, walk, 05, walk, 05
2025-06-16 15:14, 2025-06-16 19:16, 6, walk, 05, walk, 05
2025-06-16 15:14, 2025-06-16 19:18, 5, walk, 05, walk, 05
2025-06-16 15:15, 2025-06-16 18:16, 3, taxi, 15, walk, 05
2025-06-16 15:15, 2025-06-16 18:46, 2, taxi, 15, walk, 05
2025-06-16 15:21, 2025-06-16 18:16, 3, taxi, 34, walk, 05
2025-06-16 16:08, 2025-06-16 20:16, 5, walk, 05, walk, 05
2025-06-16 16:08, 2025-06-16 20:18, 4, walk, 05, walk, 05
2025-06-16 16:15, 2025-06-16 19:16, 2, taxi, 15, walk, 05
2025-06-16 16:21, 2025-06-16 19:16, 2, taxi, 34, walk, 05
2025-06-16 17:00, 2025-06-16 20:16, 4, taxi, 15, walk, 05
2025-06-16 17:00, 2025-06-16 20:18, 3, taxi, 15, walk, 05
2025-06-16 17:00, 2025-06-16 20:18, 3, taxi, 15, walk, 05
2025-06-16 17:08, 2025-06-16 21:10, 3, walk, 05, walk, 05
2025-06-16 18:08, 2025-06-16 22:11, 3, walk, 05, walk, 05
2025-06-16 18:15, 2025-06-16 21:10, 2, taxi, 15, walk, 05
2025-06-16 19:00, 2025-06-16 22:57, 5, taxi, 15, walk, 05
2025-06-16 19:08, 2025-06-16 23:44, 3, walk, 05, walk, 08
2025-06-16 19:15, 2025-06-16 22:11, 2, taxi, 15, walk, 05
2025-06-16 20:00, 2025-06-17 00:50, 4, taxi, 15, walk, 08
2025-06-16 20:15, 2025-06-16 23:44, 2, taxi, 15, walk, 08
